Model_Strategy,Round,METRIC,Count,Min,Q1,Median,Q3,Max,IQR,True Min (Non-outlier),True Max (Non-outlier)
gru_fedAvg_diff0_metrics_round49.csv,49,MAE,1409,0.0279563512103174,5.29971689905754,12.130407526587302,27.234219418027195,7472.997230555556,21.934502518969655,0.0279563512103174,58.74229503472223
gru_fedAvg_metrics_round49.csv,49,MAE,1409,0.0278806319012896,5.28844258407738,11.905734484623014,27.138156785714283,6938.780755208334,21.849714201636903,0.0278806319012896,59.45066923611112
gru_fedProx_diff_metrics_round49.csv,49,MAE,1409,0.0270993344687499,5.495319250545635,12.683923096230158,27.955006959325395,6251.3223895337305,22.45968770877976,0.0270993344687499,60.934251015873016
gru_fedProx_metrics_round49.csv,49,MAE,1409,0.0268652508581349,5.406877082837302,12.514804800595238,27.770150926587306,6008.868075496031,22.363273843750004,0.0268652508581349,61.16716673611111
gru_scaffold_diff_metrics_round49.csv,49,MAE,1409,0.0253540114330356,4.820107658299321,10.710181428571437,24.4833382016369,4243.337574702381,19.66323054333758,0.0253540114330356,52.53751011855158
gru_scaffold_lr_metrics_round49.csv,49,MAE,1409,0.0240009264300595,4.9681039685019845,11.012417009126986,25.01372420634921,2963.6194470238097,20.045620237847224,0.0240009264300595,54.65604431587301
lstm_fedAvg_diff0_metrics_round49.csv,49,MAE,1409,0.0291012959563491,5.424814315972222,12.39178541815476,27.78942016369048,8964.249419345238,22.36460584771826,0.0291012959563491,61.33148160218254
lstm_fedAvg_metrics_round49.csv,49,MAE,1409,0.0292002347425595,5.750203265376984,12.963677088293652,29.18406740277778,8760.013096924604,23.433864137400796,0.0292002347425595,64.1065790203373
lstm_fedProx_diff_metrics_round49.csv,49,MAE,1409,0.0278018558893849,5.731628698660715,12.970758770833331,28.81460162003968,7003.669283630952,23.082972921378968,0.0278018558893849,62.06200021329365
lstm_fedProx_metrics_round49.csv,49,MAE,1409,0.0273083183814484,5.745614223660715,13.114883239583335,28.8351713125,6355.0234549107145,23.089557088839285,0.0273083183814484,61.15637087896825
lstm_scaffold_diff_metrics_round49.csv,49,MAE,1409,0.0258481839742063,5.067738766220238,11.39346329910714,26.023112202380947,4675.8541573412695,20.95537343616071,0.0258481839742063,57.25954024454365
lstm_scaffold_lr_metrics_round49.csv,49,MAE,1409,0.0272034229553571,5.087378849206349,11.501273148809524,26.347940225694444,6490.389040823412,21.260561376488095,0.0272034229553571,57.52905190426588
